atemp,casual,cnt,holiday,hr,hum,registered,temp,weathersit,weekday,windspeed,workingday
0.303,5.0,37.3936875,0.0,19.0,0.61,102.0,0.32,1.0,5.0,0.2537,1.0
0.2879,9.0,87.0,0.0,20.0,0.7,26.727362499999998,0.3,incons,5.0,-9.925,1.0
0.2879,6.0,70.0,0.0,21.0,0.7,-15.878937499999997,0.3,2.0,5.0,0.2239,1.0
0.2879,4.0,44.0,0.0,22.0,0.7,40.0,0.3,1.0,5.0,-9.925,1.0
0.303,6.0,46.0,0.0,23.0,0.75,40.0,0.3,2.0,5.0,incons,1.0
0.2879,4.0,19.0,0.0,0.0,0.81,15.0,0.28,2.0,6.0,0.1045,0.0
0.3182,5.0,25.0,0.0,,-7.178000000000001,20.0,0.3,2.0,6.0,0.1045,0.0
,5.0,20.0,0.0,2.0,0.87,15.0,0.3,incons,6.0,incons,0.0
0.2879,0.0,2.0,0.0,3.0,0.87,2.0,0.3,2.0,6.0,0.194,0.0
,0.0,1.0,0.0,4.0,0.93,1.0,0.3,2.0,6.0,0.1642,0.0
0.303,-11.1,3.0,0.0,-6.625,1.0,3.0,0.3,2.0,6.0,0.1343,
0.2879,1.0,4.0,0.0,6.0,1.0,3.0,0.3,2.0,6.0,0.2239,0.0
0.2727,5.0,15.0,0.0,7.0,1.0,10.0,0.3,2.0,-8.462499999999999,,0.0
0.2727,11.0,45.0,0.0,8.0,1.0,34.0,0.3,,6.0,0.2985,0.0
0.303,15.0,63.0,0.0,9.0,0.93,48.0,0.32,2.0,-8.462499999999999,0.2239,0.0
0.3333,,103.0,0.0,10.0,0.93,69.0,0.34,2.0,6.0,0.194,0.0
0.4091,43.0,159.0,0.0,,0.76,116.0,0.4,2.0,incons,0.2239,0.0
0.4394,46.0,,0.0,,0.67,121.0,0.44,2.0,6.0,0.2537,0.0
0.4545,60.0,190.0,0.0,13.0,0.67,130.0,0.46,2.0,6.0,0.2836,0.0
0.4697,80.0,198.0,0.0,-6.625,0.59,118.0,0.48,2.0,6.0,16.355,0.0
0.4545,83.0,205.0,-10.884125000000001,incons,0.63,122.0,0.46,2.0,6.0,0.2985,0.0
0.4697,74.0,204.0,0.0,16.0,0.59,130.0,incons,2.0,,0.2985,0.0
0.4697,60.0,164.0,0.0,17.0,0.59,104.0,0.48,2.0,6.0,0.3582,0.0
0.4697,37.0,152.0,0.0,10.375,0.59,115.0,0.48,2.0,6.0,0.3284,0.0
0.4545,27.0,89.0,0.0,19.0,0.67,62.0,0.46,2.0,6.0,0.3284,
incons,12.0,70.0,0.0,20.0,-7.178000000000001,58.0,0.44,incons,6.0,0.3284,0.0
0.4394,12.0,72.0,0.0,21.0,0.72,60.0,0.44,2.0,6.0,0.3284,0.0
incons,incons,63.0,0.0,incons,0.77,-15.878937499999997,0.42,2.0,6.0,0.2985,0.0
0.4394,10.0,,0.0,23.0,0.77,34.0,incons,2.0,6.0,0.2985,0.0
0.4242,,52.0,0.0,10.375,0.77,41.0,0.42,2.0,0.0,0.3582,incons
0.4242,12.0,39.0,0.0,1.0,0.77,27.0,0.42,2.0,0.0,0.2836,incons
0.4091,5.0,32.0,0.0,2.0,0.82,27.0,0.4,2.0,0.0,0.2836,incons
0.4242,2.0,11.0,0.0,3.0,0.82,9.0,0.42,2.0,0.0,0.2985,0.0
0.4242,-11.1,3.0,0.0,4.0,0.88,3.0,0.42,2.0,0.0,0.3582,0.0
0.4242,1.0,2.0,0.0,6.0,0.94,1.0,0.42,2.0,0.0,0.3582,0.0
0.4242,0.0,5.0,0.0,7.0,1.0,5.0,0.42,3.0,0.0,0.4478,0.0
0.4091,1.0,9.0,0.0,8.0,11.9068,8.0,0.4,2.0,0.0,0.2985,0.0
0.4242,4.0,22.0,0.0,9.0,1.0,-15.878937499999997,0.42,2.0,0.0,0.2836,0.0
0.4242,4.0,31.0,0.0,10.0,1.0,,0.42,2.0,0.0,0.2985,0.0
0.4242,18.0,62.0,0.0,11.0,1.0,44.0,3.4328000000000003,2.0,0.0,0.2239,0.0
0.4545,10.0,79.0,0.0,12.0,-7.178000000000001,-15.878937499999997,incons,2.0,0.0,incons,0.0
0.4545,22.0,incons,0.0,13.0,0.94,83.0,0.46,,0.0,0.3582,
0.4394,12.0,39.0,0.0,14.0,1.0,27.0,0.44,3.0,0.0,0.2239,0.0
0.4394,3.0,7.0,0.0,15.0,1.0,4.0,0.44,3.0,0.0,0.2239,0.0
0.3333,3.0,11.0,0.0,16.0,1.0,8.0,0.36,3.0,0.0,0.2836,0.0
0.303,2.0,25.0,0.0,17.0,1.0,23.0,0.34,3.0,0.0,0.2985,0.0
0.2879,0.0,23.0,0.0,18.0,1.0,23.0,3.4328000000000003,3.0,incons,0.3582,0.0
0.2576,0.0,11.0,0.0,19.0,1.0,11.0,-2.388,3.0,-8.462499999999999,0.4925,0.0
0.2424,3.0,11.0,0.0,20.0,1.0,8.0,0.28,3.0,0.0,0.4179,0.0
0.1818,1.0,7.0,0.0,21.0,0.93,6.0,0.24,3.0,0.0,0.6119,0.0
0.197,0.0,10.0,0.0,22.0,1.0,10.0,,2.0,0.0,0.3881,
5.2925,0.0,9.0,0.0,23.0,1.0,incons,0.22,2.0,0.0,,0.0
0.1818,0.0,4.0,0.0,0.0,1.0,4.0,0.2,3.0,1.0,0.3284,1.0
0.1818,0.0,2.0,0.0,1.0,1.0,2.0,0.2,3.0,1.0,-9.925,1.0
0.1515,0.0,incons,,3.0,0.8,incons,0.2,1.0,1.0,0.5821,1.0
0.1515,1.0,1.0,0.0,4.0,0.8,26.727362499999998,0.2,,1.0,0.5224,1.0
0.1818,0.0,1.0,0.0,5.0,0.75,1.0,0.2,1.0,1.0,0.3582,
0.1818,3.0,34.0,0.0,6.0,0.75,26.727362499999998,incons,3.5,1.0,-9.925,1.0
0.1667,3.0,91.0,,-6.625,0.75,88.0,0.2,1.0,1.0,0.4179,1.0
0.1818,11.0,-22.322812499999998,0.0,8.0,0.75,200.0,0.2,1.0,1.0,0.3881,1.0
5.2925,,134.0,0.0,9.0,0.64,129.0,0.22,1.0,1.0,0.4627,17.07
0.2121,15.0,58.0,-10.884125000000001,incons,0.6,43.0,0.24,1.0,incons,0.2985,1.0
0.2121,19.0,60.0,18.130475,11.0,0.48,41.0,-2.388,1.0,1.0,0.4478,1.0
0.2727,28.0,96.0,0.0,12.0,0.42,68.0,0.3,incons,1.0,0.4179,1.0
0.2879,16.0,70.0,0.0,13.0,0.36,54.0,0.32,1.0,1.0,0.3881,1.0
0.2879,incons,77.0,0.0,14.0,0.36,56.0,0.32,1.0,1.0,0.4179,17.07
0.303,32.0,96.0,0.0,15.0,0.31,64.0,0.34,3.5,1.0,0.3881,1.0
0.303,,122.0,0.0,16.0,11.9068,96.0,0.34,1.0,1.0,0.3582,1.0
0.303,27.0,233.0,,17.0,0.29,206.0,-2.388,1.0,1.0,0.3582,1.0
0.303,19.0,233.0,0.0,18.0,0.31,214.0,0.32,1.0,,16.355,1.0
0.2879,-11.1,145.0,0.0,19.0,0.33,134.0,0.3,1.0,1.0,0.2239,1.0
0.303,5.0,92.0,18.130475,20.0,,87.0,0.3,1.0,1.0,0.1642,1.0
0.2727,1.0,54.0,0.0,21.0,0.38,53.0,0.28,1.0,1.0,0.2239,-10.450000000000001
0.2576,1.0,35.0,0.0,incons,0.48,34.0,0.26,1.0,1.0,0.1642,
,,22.0,0.0,23.0,0.48,22.0,0.28,,-8.462499999999999,0.0,1.0
0.2879,1.0,10.0,0.0,0.0,incons,9.0,0.26,1.0,2.0,0.0896,1.0
0.2424,incons,4.0,,1.0,,4.0,0.24,1.0,2.0,0.1343,-10.450000000000001
0.2424,1.0,1.0,0.0,2.0,0.52,0.0,0.24,1.0,2.0,0.1343,1.0
0.2576,5.0,7.0,0.0,3.0,0.52,2.0,0.24,1.0,2.0,0.0896,1.0
0.2727,0.0,2.0,0.0,4.0,0.64,2.0,0.22,,2.0,0.0,-10.450000000000001
0.2273,2.0,10.0,0.0,5.0,0.69,8.0,0.2,,2.0,0.1045,1.0
0.2576,3.0,,0.0,6.0,0.59,incons,0.2,1.0,2.0,0.0,17.07
0.197,9.0,128.0,0.0,7.0,0.64,119.0,0.18,1.0,incons,incons,1.0
0.2273,10.0,257.0,0.0,8.0,0.55,247.0,0.22,incons,2.0,0.194,-7.45
0.2576,11.0,151.0,0.0,9.0,0.41,140.0,-2.388,1.0,2.0,0.1642,1.0
0.2879,25.0,71.0,0.0,10.0,0.33,46.0,0.3,2.0,2.0,0.194,1.0
0.3485,26.0,78.0,,11.0,0.25,52.0,0.36,2.0,2.0,0.1642,
0.3788,incons,99.0,0.0,12.0,0.23,70.0,0.36,2.0,2.0,0.0,incons
0.3939,25.0,98.0,0.0,10.375,0.25,73.0,0.38,2.0,2.0,0.1045,1.0
,incons,72.0,0.0,14.0,0.2,56.0,0.38,2.0,2.0,0.0,1.0
5.2925,18.259999999999998,,-10.884125000000001,15.0,0.18,77.0,0.36,2.0,,0.0,1.0
0.3939,26.0,108.0,0.0,16.0,incons,26.727362499999998,0.38,1.0,2.0,0.1642,1.0
0.3485,39.0,248.0,0.0,17.0,0.27,209.0,0.36,1.0,2.0,0.2239,1.0
5.2925,21.0,235.0,0.0,18.0,0.27,214.0,0.34,1.0,2.0,0.194,-10.450000000000001
0.3485,9.0,150.0,0.0,19.0,0.31,141.0,0.34,1.0,2.0,0.1045,
0.3333,2.0,76.0,0.0,20.0,0.39,incons,0.32,1.0,2.0,0.0896,1.0
0.2879,7.0,75.0,,incons,,68.0,,1.0,2.0,0.194,1.0
incons,11.0,55.0,,22.0,0.49,44.0,0.3,1.0,2.0,0.2239,1.0
0.2727,3.0,41.0,0.0,23.0,0.61,38.0,0.28,1.0,2.0,incons,1.0
0.2879,0.0,9.0,,0.0,0.65,9.0,0.26,1.0,3.0,incons,1.0
5.2925,0.0,4.0,,1.0,0.52,4.0,0.26,incons,,-9.925,1.0
0.2727,1.0,2.0,0.0,2.0,0.52,1.0,0.26,,3.0,,1.0
0.2576,1.0,3.0,0.0,3.0,0.7,2.0,0.24,-2.5,3.0,0.0896,1.0
0.2576,0.0,2.0,0.0,4.0,0.75,2.0,0.24,1.0,-8.462499999999999,0.1045,1.0
0.2424,1.0,8.0,0.0,5.0,0.81,-15.878937499999997,0.24,2.0,3.0,0.1343,17.07
0.2576,5.0,37.3936875,0.0,6.0,0.85,44.0,0.24,2.0,3.0,,1.0
0.2424,18.0,141.0,0.0,,0.87,123.0,0.24,2.0,3.0,0.1642,1.0
0.2424,11.0,incons,incons,8.0,0.87,238.0,0.24,2.0,3.0,0.1343,1.0
0.2424,5.0,141.0,0.0,9.0,0.87,136.0,incons,2.0,3.0,incons,
-3.4875,8.0,57.0,0.0,10.0,0.75,49.0,,2.0,3.0,incons,1.0
,15.0,59.0,0.0,11.0,incons,44.0,0.32,2.0,3.0,0.3881,1.0
0.303,14.0,-22.322812499999998,0.0,12.0,0.76,,3.4328000000000003,2.0,3.0,0.2537,1.0
0.2879,17.0,99.0,0.0,13.0,0.76,82.0,0.32,2.0,3.0,0.3582,1.0
0.303,10.0,71.0,0.0,14.0,0.76,61.0,0.34,2.0,3.0,16.355,1.0
0.3333,15.0,incons,0.0,15.0,0.71,64.0,0.36,2.0,3.0,0.2985,1.0
0.303,10.0,112.0,0.0,16.0,0.76,102.0,0.34,2.0,incons,0.3284,1.0
,,194.0,0.0,17.0,0.76,176.0,0.34,2.0,3.0,0.2985,1.0
0.3182,12.0,188.0,0.0,18.0,0.76,176.0,0.34,2.0,3.0,0.2537,1.0
0.303,11.0,134.0,0.0,19.0,0.76,123.0,incons,2.0,3.0,0.3284,1.0
0.3182,4.0,91.0,0.0,20.0,0.87,87.0,0.32,2.0,,0.194,1.0
0.303,10.0,62.0,0.0,-6.625,0.93,52.0,0.32,2.0,3.0,0.3284,1.0
0.3182,4.0,21.0,,22.0,0.93,17.0,incons,3.0,3.0,0.1642,1.0
0.3333,1.0,18.0,0.0,23.0,0.93,17.0,0.34,3.0,3.0,0.194,1.0
0.3182,3.0,3.0,-10.884125000000001,0.0,0.0,,0.34,3.0,4.0,0.2537,1.0
0.3182,0.0,2.0,0.0,1.0,0.0,2.0,0.34,3.0,4.0,0.2537,1.0
0.3182,0.0,1.0,0.0,2.0,0.0,1.0,0.34,3.0,4.0,incons,1.0
0.3485,1.0,3.0,0.0,5.0,0.0,2.0,0.36,3.0,4.0,0.194,1.0
0.3333,0.0,12.0,,6.0,0.0,12.0,0.36,3.0,4.0,0.3284,17.07
0.3939,1.0,incons,0.0,7.0,0.0,36.0,0.38,3.0,4.0,0.2239,1.0
0.3939,incons,44.0,0.0,8.0,incons,43.0,0.38,3.0,4.0,0.2836,1.0
0.4091,1.0,24.0,,,0.0,23.0,,3.0,4.0,0.2239,1.0
incons,0.0,17.0,0.0,,11.9068,17.0,0.4,3.0,4.0,0.1642,1.0
0.4091,6.0,11.0,-10.884125000000001,11.0,0.0,5.0,0.4,3.0,4.0,0.2537,-10.450000000000001
0.4242,4.0,34.0,0.0,12.0,0.0,30.0,0.42,incons,4.0,0.2239,1.0
0.4242,-11.1,12.0,0.0,13.0,,11.0,0.42,3.0,4.0,0.2239,
0.4394,0.0,12.0,0.0,14.0,0.0,12.0,0.44,incons,4.0,0.2985,1.0
,incons,14.0,0.0,,0.0,11.0,0.44,,4.0,0.2239,1.0
0.4242,1.0,21.0,0.0,16.0,0.0,20.0,0.42,3.0,4.0,0.2537,1.0
0.4394,2.0,incons,0.0,17.0,0.0,109.0,0.44,2.0,4.0,0.3881,1.0
0.4394,2.0,-22.322812499999998,0.0,18.0,0.0,80.0,0.44,3.0,4.0,0.3582,1.0
0.4394,5.0,56.0,0.0,19.0,0.0,51.0,-2.388,3.0,4.0,0.5821,1.0
0.3333,9.0,38.0,0.0,20.0,0.0,29.0,0.36,3.0,4.0,0.3284,1.0
,1.0,28.0,0.0,21.0,0.0,27.0,0.36,3.0,4.0,0.2239,1.0
0.3333,incons,34.0,0.0,22.0,0.0,30.0,0.34,2.0,4.0,0.1343,1.0
,1.0,,0.0,23.0,0.0,26.0,0.34,3.0,4.0,-9.925,1.0
0.3485,0.0,6.0,0.0,0.0,1.0,-15.878937499999997,0.34,2.0,5.0,0.0896,1.0
0.3485,0.0,8.0,0.0,1.0,1.0,8.0,0.34,,5.0,0.1045,1.0
-3.4875,2.0,-22.322812499999998,0.0,2.0,1.0,3.0,0.34,-2.5,,0.1045,1.0
,0.0,incons,0.0,3.0,0.93,2.0,0.32,2.0,5.0,0.0896,1.0
0.2879,-11.1,7.0,0.0,5.0,0.81,6.0,0.3,1.0,5.0,0.2239,1.0
0.2424,1.0,,0.0,6.0,0.81,31.0,0.26,-2.5,5.0,0.2836,-10.450000000000001
0.2576,10.0,114.0,0.0,7.0,0.7,104.0,0.26,,5.0,0.194,1.0
0.2727,15.0,259.0,0.0,8.0,0.7,244.0,incons,1.0,5.0,0.2537,12.07
0.2879,13.0,156.0,0.0,incons,0.61,143.0,0.3,2.0,5.0,0.2836,1.0
0.303,18.0,78.0,0.0,-6.625,incons,60.0,0.32,,5.0,0.2985,-10.450000000000001
0.303,14.0,,0.0,11.0,0.57,67.0,0.32,2.0,5.0,0.2985,1.0
0.3182,15.0,-22.322812499999998,0.0,12.0,0.53,96.0,0.34,2.0,5.0,0.2537,1.0
0.3333,15.0,-22.322812499999998,0.0,13.0,0.53,26.727362499999998,,1.0,5.0,0.2537,1.0
0.3333,25.0,89.0,0.0,incons,0.5,64.0,0.36,2.0,incons,0.3582,1.0
0.3182,21.0,85.0,0.0,15.0,0.53,64.0,0.34,2.0,-8.462499999999999,0.2537,
0.303,18.0,113.0,18.130475,16.0,0.49,95.0,0.34,2.0,5.0,0.2985,1.0
0.3182,23.0,223.0,0.0,17.0,0.49,200.0,incons,1.0,5.0,0.2239,1.0
0.303,19.0,153.0,0.0,18.0,0.49,134.0,0.32,1.0,5.0,0.3284,
0.2727,7.0,118.0,0.0,19.0,incons,111.0,0.3,3.5,5.0,0.3284,
0.303,6.0,76.0,0.0,20.0,0.56,70.0,0.3,1.0,5.0,16.355,1.0
incons,10.0,53.0,0.0,21.0,0.52,43.0,0.3,2.0,5.0,0.2537,incons
0.303,11.0,64.0,0.0,22.0,0.52,26.727362499999998,0.3,1.0,5.0,0.1642,1.0
0.2879,-11.1,37.0,incons,23.0,0.52,34.0,0.3,,5.0,0.2537,17.07
0.2727,,34.0,0.0,0.0,0.6,30.0,0.26,1.0,6.0,-9.925,0.0
0.2273,3.0,18.0,0.0,1.0,0.65,15.0,0.24,1.0,6.0,0.194,0.0
0.2273,0.0,14.0,,2.0,0.65,14.0,0.24,1.0,6.0,0.194,-7.45
0.2273,1.0,7.0,0.0,3.0,0.65,6.0,0.24,incons,6.0,0.2537,
0.2273,18.259999999999998,1.0,0.0,4.0,0.65,1.0,0.24,1.0,,0.2537,0.0
0.2273,0.0,2.0,0.0,5.0,0.69,2.0,0.22,1.0,6.0,0.194,0.0
0.2121,2.0,4.0,0.0,6.0,0.75,2.0,0.22,1.0,incons,0.2537,0.0
0.2273,18.259999999999998,incons,0.0,7.0,0.7,19.0,0.24,1.0,6.0,0.194,0.0
0.2576,9.0,,incons,,0.65,44.0,0.26,1.0,6.0,16.355,-10.450000000000001
0.2879,25.0,101.0,0.0,9.0,0.65,76.0,0.28,1.0,6.0,0.1045,0.0
0.303,21.0,99.0,0.0,10.0,0.66,,0.32,1.0,6.0,0.2239,0.0
0.303,36.0,119.0,0.0,,0.49,83.0,0.34,1.0,6.0,0.3284,0.0
5.2925,51.0,,0.0,12.0,0.53,107.0,0.34,1.0,6.0,0.2836,0.0
0.3333,62.0,157.0,0.0,,0.51,95.0,incons,1.0,6.0,0.3582,0.0
,70.0,166.0,0.0,14.0,0.5,96.0,0.4,3.5,6.0,0.4478,0.0
0.4242,81.0,182.0,0.0,,0.44,101.0,0.42,incons,6.0,0.4925,0.0
0.4545,100.0,244.0,,16.0,incons,144.0,0.46,1.0,incons,16.355,0.0
0.4545,-11.1,213.0,0.0,17.0,0.44,114.0,0.46,1.0,6.0,0.3284,
0.4242,54.0,145.0,0.0,18.0,11.9068,91.0,3.4328000000000003,1.0,6.0,0.1642,0.0
0.4242,,112.0,0.0,incons,0.54,86.0,0.42,1.0,6.0,0.0896,0.0
0.4091,22.0,,0.0,20.0,0.58,64.0,0.4,1.0,6.0,0.1045,0.0
0.3939,36.0,82.0,0.0,21.0,0.62,46.0,0.38,1.0,6.0,0.0,0.0
0.3788,7.0,63.0,0.0,22.0,0.71,56.0,0.36,1.0,6.0,0.0,0.0
0.3939,11.0,49.0,,23.0,0.66,38.0,0.38,-2.5,6.0,0.0896,0.0
0.3939,3.0,38.0,0.0,0.0,0.62,35.0,0.38,1.0,0.0,0.1045,0.0
0.3485,10.0,33.0,0.0,1.0,0.66,23.0,0.36,1.0,0.0,0.1343,0.0
0.3333,6.0,23.0,0.0,3.0,incons,17.0,0.34,1.0,0.0,0.1343,0.0
0.3333,4.0,incons,0.0,4.0,0.66,9.0,0.34,1.0,0.0,0.1642,0.0
5.2925,incons,3.0,0.0,5.0,,3.0,0.36,1.0,0.0,0.1343,0.0
0.3636,0.0,2.0,0.0,,-4.177999999999999,2.0,0.34,1.0,0.0,0.0,0.0
0.3485,2.0,10.0,0.0,7.0,0.62,8.0,0.36,1.0,0.0,0.194,0.0
0.4091,11.0,34.0,0.0,8.0,0.5,23.0,0.4,1.0,incons,0.2985,0.0
0.4091,8.0,44.0,0.0,,0.5,36.0,0.4,incons,0.0,,0.0
0.4242,36.0,incons,0.0,10.375,0.47,86.0,0.42,1.0,0.0,16.355,-7.45
0.4394,88.0,181.0,-10.884125000000001,11.0,0.41,93.0,0.44,1.0,0.0,0.4179,0.0
0.4545,74.0,194.0,0.0,12.0,0.38,120.0,0.46,1.0,,0.3881,0.0
0.4545,97.0,221.0,0.0,13.0,0.38,124.0,0.46,1.0,0.0,,
0.4545,144.0,250.0,0.0,14.0,0.41,incons,0.46,1.0,0.0,16.355,0.0
0.4697,149.0,304.0,0.0,15.0,incons,155.0,incons,1.0,0.0,0.3284,17.07
0.4545,124.0,256.0,0.0,16.0,0.41,132.0,0.46,1.0,0.0,0.3881,0.0
0.4394,incons,241.0,0.0,17.0,0.41,143.0,0.44,1.0,0.0,0.3582,0.0
0.4091,55.0,147.0,0.0,18.0,0.43,92.0,0.4,1.0,0.0,0.3582,0.0
0.3333,28.0,101.0,0.0,19.0,0.5,73.0,0.36,1.0,0.0,0.3582,0.0
0.303,23.0,77.0,0.0,20.0,0.57,54.0,0.32,1.0,0.0,0.2985,0.0
0.2879,9.0,37.3936875,0.0,21.0,0.56,49.0,3.4328000000000003,1.0,0.0,0.2537,0.0
0.2727,8.0,37.0,0.0,22.0,0.56,29.0,0.3,1.0,0.0,0.3284,0.0
0.2576,5.0,28.0,0.0,23.0,0.65,23.0,,1.0,0.0,0.2239,0.0
0.2727,4.0,11.0,0.0,0.0,0.65,7.0,0.26,1.0,13.8775,0.1045,1.0
0.2879,0.0,1.0,0.0,1.0,0.65,1.0,0.26,1.0,1.0,0.0896,1.0
5.2925,0.0,1.0,0.0,2.0,0.65,1.0,0.26,1.0,1.0,0.0896,1.0
0.2727,0.0,3.0,0.0,3.0,0.65,3.0,0.26,1.0,1.0,0.1343,1.0
0.2424,,8.0,0.0,5.0,0.7,8.0,0.24,1.0,1.0,0.1343,1.0
0.2727,1.0,28.0,0.0,6.0,0.65,27.0,0.26,1.0,1.0,0.1343,1.0
5.2925,4.0,88.0,0.0,incons,0.61,,0.28,2.0,1.0,0.0,1.0
5.2925,24.0,241.0,0.0,8.0,0.56,217.0,0.3,2.0,1.0,0.1343,1.0
0.303,13.0,140.0,0.0,9.0,0.53,127.0,0.32,1.0,1.0,0.3284,1.0
0.3182,-11.1,84.0,0.0,10.0,0.42,57.0,0.34,1.0,1.0,0.2537,12.07
0.3333,26.0,71.0,0.0,11.0,0.4,45.0,incons,1.0,1.0,0.2537,1.0
0.3939,40.0,94.0,0.0,12.0,0.37,54.0,0.38,1.0,1.0,0.0,1.0
0.3939,24.0,75.0,0.0,13.0,0.36,51.0,0.38,1.0,1.0,0.3284,12.07
,27.0,79.0,0.0,,0.34,52.0,incons,2.0,1.0,0.0,1.0
0.3939,24.0,101.0,0.0,15.0,incons,-15.878937499999997,0.38,1.0,1.0,0.1642,17.07
0.4091,27.0,107.0,0.0,16.0,0.35,80.0,0.4,1.0,1.0,0.1045,1.0
5.2925,42.0,271.0,0.0,17.0,0.4,229.0,0.38,3.5,1.0,0.194,1.0
0.3636,25.0,235.0,0.0,-6.625,0.4,210.0,0.36,1.0,1.0,0.1045,1.0
0.3485,17.0,150.0,incons,19.0,0.43,133.0,0.36,1.0,1.0,0.1343,1.0
0.3182,23.0,129.0,,20.0,0.46,106.0,0.34,incons,1.0,0.2239,-10.450000000000001
0.3333,5.0,63.0,0.0,21.0,0.46,58.0,0.34,1.0,1.0,0.1343,1.0
0.3333,4.0,47.0,0.0,22.0,0.49,43.0,0.32,1.0,1.0,0.1045,1.0
0.3485,incons,19.0,0.0,23.0,0.53,,0.32,1.0,1.0,-9.925,1.0
0.3485,7.0,14.0,0.0,0.0,0.53,7.0,0.32,1.0,2.0,0.0,1.0
0.303,4.0,10.0,0.0,1.0,,6.0,3.4328000000000003,1.0,2.0,0.0896,1.0
incons,1.0,3.0,0.0,2.0,0.62,2.0,0.3,1.0,,0.0896,1.0
-3.4875,1.0,2.0,0.0,4.0,0.75,1.0,0.24,1.0,2.0,0.0896,1.0
0.2273,0.0,11.0,0.0,5.0,0.75,11.0,0.24,1.0,2.0,0.194,
0.2273,18.259999999999998,35.0,0.0,6.0,,32.0,0.22,-2.5,2.0,-9.925,1.0
0.2424,10.0,incons,0.0,7.0,0.75,109.0,0.24,1.0,2.0,0.1642,1.0
0.2879,,282.0,0.0,8.0,0.7,259.0,0.26,1.0,2.0,0.0896,1.0
0.3333,10.0,157.0,0.0,9.0,0.7,147.0,0.3,2.0,2.0,0.0,1.0
0.3182,22.0,78.0,0.0,10.0,,56.0,0.32,2.0,2.0,0.194,1.0
0.3182,27.0,-22.322812499999998,0.0,11.0,0.57,51.0,0.34,2.0,2.0,0.2239,17.07
0.3485,32.0,102.0,0.0,12.0,0.5,70.0,0.36,2.0,2.0,0.2239,1.0
0.3333,23.0,97.0,0.0,13.0,0.57,74.0,0.36,2.0,2.0,0.2836,1.0
0.3939,14.0,88.0,0.0,14.0,incons,incons,0.38,2.0,2.0,0.2985,17.07
0.3939,24.0,90.0,0.0,15.0,0.43,66.0,0.38,2.0,2.0,0.2836,1.0
0.3939,21.0,114.0,0.0,16.0,0.46,93.0,3.4328000000000003,2.0,2.0,,-10.450000000000001
0.3485,incons,,0.0,17.0,0.62,,incons,2.0,2.0,0.194,1.0
0.3333,18.0,225.0,0.0,18.0,0.62,207.0,incons,2.0,2.0,0.2985,1.0
0.3182,14.0,152.0,incons,19.0,0.71,138.0,0.34,2.0,2.0,0.2836,1.0
0.3182,9.0,88.0,0.0,20.0,0.71,79.0,-2.388,2.0,,0.2836,1.0
0.3333,2.0,55.0,0.0,21.0,0.81,53.0,0.32,3.5,2.0,0.1045,1.0
0.3182,1.0,21.0,0.0,incons,6.9068,20.0,0.32,2.0,2.0,0.1642,1.0
-3.4875,1.0,18.0,0.0,23.0,0.87,17.0,0.32,2.0,2.0,0.1642,1.0
0.2879,0.0,-22.322812499999998,0.0,0.0,0.93,26.727362499999998,0.3,3.0,3.0,0.2537,1.0
0.2727,incons,incons,0.0,1.0,1.0,2.0,0.3,3.0,3.0,0.2985,1.0
-3.4875,1.0,,0.0,3.0,incons,2.0,0.28,2.0,3.0,0.2239,
0.303,0.0,1.0,0.0,4.0,0.93,-15.878937499999997,0.3,2.0,3.0,0.1642,1.0
0.3182,0.0,37.3936875,0.0,5.0,0.93,3.0,0.3,2.0,3.0,0.1045,1.0
0.3182,incons,31.0,0.0,6.0,0.93,30.0,0.3,2.0,3.0,0.1045,1.0
0.2879,incons,111.0,0.0,7.0,0.93,101.0,0.3,2.0,3.0,0.194,1.0
0.3182,26.0,253.0,0.0,8.0,11.9068,227.0,0.32,2.0,,0.0,1.0
0.3333,10.0,incons,0.0,-6.625,0.93,144.0,0.32,2.0,incons,0.1343,1.0
0.3485,19.0,68.0,0.0,10.0,0.81,49.0,incons,2.0,3.0,0.1642,1.0
0.3485,13.0,75.0,0.0,11.0,0.81,,,incons,13.8775,0.1343,1.0
0.4091,23.0,88.0,0.0,12.0,0.71,65.0,0.4,2.0,3.0,0.1045,17.07
0.4091,18.0,99.0,0.0,13.0,0.76,81.0,0.4,2.0,3.0,0.1343,1.0
0.4091,33.0,100.0,0.0,14.0,0.76,67.0,0.4,2.0,3.0,0.2239,1.0
0.4091,22.0,101.0,0.0,15.0,,79.0,0.4,2.0,3.0,0.2537,1.0
0.4091,30.0,151.0,0.0,16.0,0.76,26.727362499999998,0.4,2.0,3.0,0.1642,
0.4394,37.0,253.0,0.0,17.0,0.54,216.0,0.44,2.0,3.0,0.2985,17.07
0.4394,,237.0,0.0,,0.54,211.0,0.44,2.0,3.0,0.2239,1.0
0.4394,18.0,168.0,0.0,19.0,0.51,150.0,3.4328000000000003,2.0,3.0,-9.925,1.0
0.4242,18.259999999999998,121.0,0.0,20.0,0.54,111.0,0.42,2.0,incons,0.2985,1.0
0.4242,3.0,78.0,0.0,21.0,0.58,75.0,0.42,2.0,3.0,0.2836,1.0
0.4091,11.0,59.0,0.0,22.0,0.62,48.0,0.4,2.0,incons,0.3881,1.0
0.4091,9.0,incons,0.0,23.0,incons,18.0,,1.0,3.0,16.355,1.0
0.3939,4.0,23.0,0.0,0.0,0.66,19.0,0.38,incons,4.0,0.2537,1.0
